Overview,ListingName,ListingIcon,ListingSellerName,Built_By,ListingRank,ListingScrapeDate,ListingURL,Side_Description,pic_urls,video_urls
"Vanta helps you scale security practices and automate compliance for the industry’s most sought after standards - SOC 2, ISO 27001, HIPAA, PCI DSS, GDPR, and CCPA. By integrating Vanta with the CrowdStrike Falcon® platform, your team gains enhanced access management capabilities, helping you manage and ensure policy compliance of user access to the Falcon platform. With Vanta and CrowdStrike, you can simplify your security with robust visibility of user access and automated compliance checks.",Vanta,images.store.crowdstrike.com/9748z14dd5zg/2eUER0ht2e3vndydN9pNCP/45875e37b603cf39a1c216d5b4b59fe7/Vanta_favicon_white.png,Vanta,Vanta, order on list 44,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
VirusTotal integrates with CrowdStrike Falcon® platform to provide all the needed context around any suspicious activity to help accelerate threat detection and response. Get all the actionable data you need for any observable and use it to quickly pivot and find related artifacts and indicators.,VirusTotal Threat Context Enrichment,images.store.crowdstrike.com/9748z14dd5zg/2Y5ZhqgQOSi32A07YSxP7Y/36b8f33aa22203eea282d8b0bd8da1ac/VirusTotal_icon_square.png,VirusTotal,VirusTotal, order on list 45,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Vulcan Cyber gives you the tools to effectively manage the vulnerability and risk lifecycle for your cyber assets, including application, cloud, and infrastructure. By integrating with your tools, including the CrowdStrike Falcon® platform, you can better analyze and prioritize your vulnerability and risk data to orchestrate remediation. Playbooks automate communication and collaboration between teams responsible for mitigation and execute remediation actions when appropriate. With Vulcan Cyber and CrowdStrike Falcon you can easily manage the cyber risk lifecycle for endpoints and cloud assets, use rich CrowdStrike security data to analyze and prioritize vulnerabilities based on your risk profile, and facilitate communication and collaboration between all departments. With this integration, your team is empowered to better understand endpoint risks and fixes through customizable dashboards, visualizations, and reports.",Vulcan Cyber Endpoint Vulnerability and Risk Management,images.store.crowdstrike.com/9748z14dd5zg/tDvwYNJuj7bvQiUgrt8Xa/edc208611ae1bf4706361cbff853ad3e/Vulcan_icon_square.png,Vulcan Cyber,Vulcan Cyber, order on list 46,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Unify threat visibility and secure your XIoT assets by easily ingesting and analyzing Claroty Continuous Threat Detection (CTD) data in CrowdStrike Falcon® LogScale, alongside your other data sources. The pre-built package allows you to simply send Claroty CTD events in JSON format, enabling you to improve threat hunting and continuously monitor your IoT systems to prevent elusive threats and malicious activity.",Claroty for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/XhMhztgtOjwXluvWOCBMB/5e1be94517f2af6440d189e6b0057da9/Claroty_logo.png,Claroty,Claroty, order on list 47,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Email is a primary entry point for modern threats. Seamlessly ingest Abnormal’s advanced email attack detections into the CrowdStrike Falcon® platform to improve cross-domain visibility of email-based attacks. This integration ingests key indicators about Abnormal’s attack detections from Threat Log, alerts of new, potentially compromised vendors (Vendor Cases), and user-reported phishing emails (Abuse Mailbox Automation).",Abnormal Security Data Connector,images.store.crowdstrike.com/9748z14dd5zg/597MvDbdk2ALXZLPQbO9O9/29e04affe6302de5c5b6dc8f81d4d340/Abnormal_icon.png,Abnormal Security,Abnormal Security, order on list 48,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"With CrowdStrike and Acalvio, your team is empowered with effective identity and deception technology for expanded visibility over malicious identity-based activity occurring across managed and unmanaged devices to prevent advanced attacks and safeguard your critical data. Acalvio ShadowPlex combines Deception Technology expertise with the CrowdStrike Falcon® platform’s leading identity protection capabilities to uncover hidden threats and combat identity-based attacks.",Acalvio Honeytokens for Falcon Identity Protection,images.store.crowdstrike.com/9748z14dd5zg/4lOd0qAcmXESxBnDWKeApI/9cecc9be45aa0b6b3b37d44dad487adb/acalvio_logo_square.png,Acalvio Technologies,Acalvio Technologies, order on list 49,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"With Adaptiva and CrowdStrike, you can stay ahead of cyberthreats and maximize productivity. Adaptiva OneSite Patch’s integration with CrowdStrike Falcon® Exposure Management vulnerability data  helps you safeguard your organization and streamline operations by automatically patching critical vulnerabilities and prioritizing the rest using real-time ExPRT data from the CrowdStrike Falcon platform. Set custom patching settings to align with your organization's specific business and security requirements, then OneSite Patch continuously automates deployment and approval processes to rapidly remediate vulnerabilities at scale.",Adaptiva OneSite Patch,images.store.crowdstrike.com/9748z14dd5zg/4mcrQLv3jXIKIU9LYU21EA/a68b6397249a5f20a3ed279a0dbc5527/Adaptiva_Monogram__512.png,Adaptiva,Adaptiva, order on list 50,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Enable mature workload identity and access management with policy-based, contextual, and secretless access between workloads using the Aembit Workload IAM platform. Aembit’s integration with CrowdStrike Falcon® platform provides visibility into whether a Falcon agent is installed and running in the cloud, enabling your team to quickly see which cloud workloads and services are secure before they access sensitive data.",Aembit Workload IAM Platform,images.store.crowdstrike.com/9748z14dd5zg/1pljUh5M8lYQWTA7oqqJVn/d3d6b91c5aa4605fbb11d25151d9df22/Aembit_icon_full-color_RGB.png,Aembit,Aembit, order on list 51,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
Akamai’s partnership and integration with CrowdStrike enables Akamai Enterprise Application Access to independently verify that the CrowdStrike Falcon® sensor is properly installed and fully operational on a device. This risk assessment information enriches existing context and delivers more intelligence for enhanced secure access to corporate applications.,Akamai Enterprise Application Access,images.store.crowdstrike.com/9748z14dd5zg/niBIG3oiMtS5mzMPzg4Ny/a009da0c44c0aa30a53ba23bc9624754/Akamai_logo_square.png,Akamai,Akamai, order on list 52,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Gain valuable resource, application, and infrastructure insights with Amazon CloudWatch data logged and visualized in CrowdStrike Falcon® LogScale. By storing these CloudWatch logs and metrics in Falcon LogScale, your team gets more comprehensive visibility of the activity occurring within your AWS environment using advanced reporting, dashboards, and correlation across other log sources within Falcon LogScale.",Amazon CloudWatch for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/7KrOP0hqasPY5LUvSkq15D/1afda0dbd875de8024292c559dc300c9/AWS_logo_square.png,Amazon Web Services,Amazon Web Services, order on list 53,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The Red Hat Ansible automation platform provides insights into playbook logs to accelerate investigations. Seamlessly ingest Ansible playbook data within CrowdStrike Falcon® LogScale to analyze, visualize, and correlate your automated workflow data with other data sources within your environment to unify visibility and improve retroactive threat hunting for elusive threats.",Ansible for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/6m7LqQ9IFmkoQYbEh7jAYB/dc3822f96d8fd9824b6cb0fe53331694/Falcon_Fusion_for_Microsoft_Teams_logo,,, order on list 54,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Gain valuable insights with unified visibility by logging and visualizing Apache HTTP Server data in CrowdStrike Falcon® LogScale. Ingest relevant Apache access logs, across default common and combined format, with a simple error log format. Leverage pre-built dashboards and a status code lookup file within Falcon LogScale to speed up threat detection.",Apache HTTP Server logs for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/6e7W2inwhXE5CWBubUk9kR/68f29c5e6625888ff88132264765e6eb/appache_logo_square.png,,, order on list 55,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Put data science back into the hands of practitioners and empower your SOC to make informed security decisions without manual data aggregation and analysis. appNovi converges rich CrowdStrike Falcon® security data with your existing network and security data sources to maximize consumption and coverage of your existing security tools. Leveraging this unified data and visibility of your entire environment, appNovi provides your security team with contextual, business-specific risk management decisions to ensure efficient non-disruptive incident response. You can also reduce MTTR and uplevel junior analysts to improve remediation outcomes with data visualization that enables effective communication with technical and non-technical stakeholders surrounding the risk and security gaps in your environment.",appNovi SOC Security Data and Visualization,images.store.crowdstrike.com/9748z14dd5zg/3Sj3RsIasLGYTz3HWCewrP/a00fa81eb311a511df172599c9ee5e64/AppNovi_logo_square.png,appNovi,appNovi, order on list 56,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"AppOmni leverages enriched security data from the CrowdStrike Falcon platform to continuously monitor for malicious activity or potential compromises within SaaS applications to quickly find and stop elusive threats that may be hidden in your environment. Integrate AppOmni to detect and respond to suspicious activity such as highly privileged misconfigurations, configuration changes, unusual user behavior, and excessive consumption of data related to your Falcon platform and SaaS ecosystem. Follow AppOmni’s easy, guided remediation steps and avoid the common pitfall of misconfigurations and exposed access points to secure your business and stop breaches.",AppOmni SaaS Security,images.store.crowdstrike.com/9748z14dd5zg/1lcF1eTfRuJNsS0e71eJNu/a0572ce7dffe37d96cf2e57627300070/AppOmni_logo_square.png,AppOmni,AppOmni, order on list 57,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The Awake Security Platform, the world’s leading advanced network detection and response platform, integrates fully and easily with CrowdStrike Falcon® Insight XDR to provide the most comprehensive threat detection, rapid and effective response as well as containment and forensic analysis capabilities. This combination delivers the visibility and confidence you need to maintain a strong security posture across both the managed and unmanaged infrastructure within the enterprise.",Arista NDR,images.store.crowdstrike.com/9748z14dd5zg/7vGZOwnJotZJMfciu8CZ8y/e972d1fce56339d0c32e66712c9478e6/Arista_logo_square.png,Arista,Arista, order on list 58,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The Armis Platform is a comprehensive asset intelligence platform providing unified asset visibility and superior security across IT, IoT, OT, IoMT, Cloud and cellular-IoT asset types, managed or unmanaged. Armis seamlessly integrates with the CrowdStrike Falcon® platform to help strengthen your security posture across IoT and OT environments. Through bidirectional data sharing, organizations can enrich Armis detections with contextual security insights from Falcon, and gain visibility over unmanaged devices from Armis in the Falcon console.",Armis IoT/OT Asset Intelligence,images.store.crowdstrike.com/9748z14dd5zg/6GlepQDFKtss0E1MFu31nZ/95ce4c9f0a04c18316906341c29cb83b/armis_logo_.svg,Armis,Armis, order on list 59,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Cyber threats are evolving, and attackers are using advanced methods like zero-day exploits and credential theft to breach organizations. Traditional defenses are no longer enough. Enter CrowdStrike Falcon® and Aruba ClearPass Policy Manager: your comprehensive solution against sophisticated attacks, delivering early detection of potential compromises, quick network isolation, and Zero Trust network segmentation.",Aruba ClearPass Policy Manager,images.store.crowdstrike.com/9748z14dd5zg/1Ujl9ZfekpX0BVLw7FismH/e79cdfd5de6bbd21345aae3f250a2e42/HPE_Aruba_logo_square.png,Aruba,Aruba, order on list 60,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Asimily Insight is a risk management platform that secures IoT devices for medical, diagnostic, life sciences, and pharmaceutical companies in the healthcare industry. With an extensive knowledge base of IoT and security protocols, Asimily inventories, classifies and monitors devices across your healthcare organization, both connected and standalone. Easily detect anomalous behavior and swiftly remediate potential threats. Insight integrates with the CrowdStrike Falcon® platform by ingesting and querying Falcon’s enriched threat intelligence with Insight’s anomaly alerts to swiftly find any domains or IPs which may be compromised. Insight seamlessly displays CrowdStrike’s verdict on those IOCs with additional threat intelligence context to accelerate investigations. With secure medical, laboratory, IoT/OT, and IT equipment, you know that your business-critical devices and data are safe.",Asimily Insight Holistic IoMT Security,images.store.crowdstrike.com/9748z14dd5zg/5FSoOOdQBFtqBiKWYOajwc/6e11f11ec8db5bac22933ebaecfc70f4/Asimily_icon_square.png,Asimily,Asimily, order on list 61,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Secure your cloud infrastructure proactively and gain unified visibility by easily ingesting AWS CloudTrail data into the CrowdStrike Falcon® platform. By centralizing and correlating powerful data and insights from CloudTrail, CrowdStrike, and additional third parties within CrowdStrike’s next-generation security information and event management (SIEM) platform, your team gains enhanced threat detection, streamlined incident response, and an optimized security posture to ultimately protect against evolving cyber threats.",AWS CloudTrail Data Connector,images.store.crowdstrike.com/9748z14dd5zg/7KrOP0hqasPY5LUvSkq15D/1afda0dbd875de8024292c559dc300c9/AWS_logo_square.png,Amazon Web Services,Amazon Web Services, order on list 62,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Easily ingest, store, and visualize AWS CloudTrail JSON logs from S3 in CrowdStrike Falcon® LogScale  to gain valuable user activity and API usage insights. Leverage this pre-built package to improve your security posture and meet compliance standards with enhanced visibility, advanced analysis, data parsing, and dashboard visualizations for AWS CloudTrail JSON events ingested from  the relevant S3 buckets.",AWS CloudTrail for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/7KrOP0hqasPY5LUvSkq15D/1afda0dbd875de8024292c559dc300c9/AWS_logo_square.png,Amazon Web Services,Amazon Web Services, order on list 63,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"AWS Control Tower simplifies multi-account AWS setup and governance, while CrowdStrike Falcon® Cloud Security ingests AWS service API requests to detect behavioral Indicators of Attack (IoAs) while scanning AWS services for Indicators of Misconfiguration (IoMs).",AWS Control Tower,images.store.crowdstrike.com/9748z14dd5zg/7KrOP0hqasPY5LUvSkq15D/1afda0dbd875de8024292c559dc300c9/AWS_logo_square.png,Amazon Web Services,Amazon Web Services, order on list 64,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"By integrating CrowdStrike Falcon® with AWS Security Hub, you can centralize detections from the CrowdStrike platform, consolidating critical security alerts in one location. Streamline operations with unified findings and automated checks, and act swiftly to safeguard your organization.",AWS Security Hub,images.store.crowdstrike.com/9748z14dd5zg/7KrOP0hqasPY5LUvSkq15D/1afda0dbd875de8024292c559dc300c9/AWS_logo_square.png,Amazon Web Services,Amazon Web Services, order on list 65,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"With CrowdStrike's native integration with AWS Systems Manager Distributor, you can easily deploy CrowdStrike Falcon® across EC2 instances and on-premises workloads that are managed by the Systems Manager agent. Use a policy-driven approach to ensure your workload gets protected from the moment it's created, allowing you to stay compliant and ahead of the adversary.",AWS Systems Manager Distributor,images.store.crowdstrike.com/9748z14dd5zg/1QREAXW0ViCHvX82pPcrXi/c76e457e8b80a668b52b64207f061689/Amazon_Web_Services__AWS__logo,Amazon Web Services,Amazon Web Services, order on list 66,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"AWS Verified Access (AVA) enhances security by evaluating user requests in real-time based on identity, device security, and location, without the need for a VPN. It also provides a seamless user experience and simplifies policy implementation for accessing private applications, leveraging CrowdStrike Falcon® endpoint security posture scores.",AWS Verified Access,images.store.crowdstrike.com/9748z14dd5zg/7KrOP0hqasPY5LUvSkq15D/1afda0dbd875de8024292c559dc300c9/AWS_logo_square.png,Amazon Web Services,Amazon Web Services, order on list 67,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Easily ingest, store, and visualize AWS VPC Flow Logs in CrowdStrike Falcon® LogScale with a pre-built package to gain valuable network traffic flow insights for improved visibility and threat detection. The pre-build Amazon VPC package for Falcon LogScale provides your team with easy analysis and insights for IP traffic going to and from network interfaces in your VPC. The package enables your team to parse incoming Amazon VPC Flow Logs which can be published to Amazon CloudWatch Logs or Amazon S3.",AWS VPC Flow Logs for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/7KrOP0hqasPY5LUvSkq15D/1afda0dbd875de8024292c559dc300c9/AWS_logo_square.png,Amazon Web Services,Amazon Web Services, order on list 68,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Axiomatics’ authorization solution uses attribute-based access control (ABAC) to address enterprise application access challenges across on-premises, cloud or hybrid infrastructures. It allows for enterprise-wide rollout of ABAC, enabling organizations to manage access based on corporate access policies. Access decisions are made in real-time to ensure critical corporate applications, data and processes are only accessed in adherence to corporate policies that specify what a user has access to, how much access they have, when they get access and under what conditions. By integrating with the CrowdStrike Falcon® platform, Axiomatics empowers organizations to connect risk scores derived from Falcon Zero Trust Assessment (ZTA) to enact real-time authorization decisions across the entire application stack including micro services, APIs and API gateways.",Axiomatics Risk-Based Access Control,images.store.crowdstrike.com/9748z14dd5zg/6V0vnuC9I43E6vyDx73FXH/c330a1a28602b7dd2c660ab1b3af1c69/Axiomatics_icon_square.png,Axiomatics,Axiomatics, order on list 69,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Secure access is a fundamental business requirement. The Axis Security Application Access Cloud is a Zero Trust Network Access (ZTNA) SaaS solution purpose-built to be fast, simple, and secure. Organizations use the App Access Cloud to apply zero trust connections for users to any application, anywhere, and integrate with CrowdStrike® to ensure only secured devices can access sensitive internal resources. Built with support for any port or protocol, the App Access Cloud enables more access scenarios than any other zero trust access solution.",Axis Security Application Access Cloud,images.store.crowdstrike.com/9748z14dd5zg/Gdv6sBShY40ha5aFvZVdp/b1807220b9a2bda7cd7d825aebaca162/Axis_Security_Application_Access_Cloud_logo,Axis Security,Axis Security, order on list 70,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Bitglass’ Total Cloud Security Platform is the only secure access service edge offering that combines a Gartner-MQ-Leading cloud access security broker, the world’s only on-device secure web gateway, and zero trust network access to secure any interaction. With the Bitglass and CrowdStrike® integration, malware can be blocked automatically across the cloud, the web, and the network – at upload, at download, and at rest. Uniquely, Bitglass’ agent-less CASB and ZTNA solutions can leverage this integration to prevent malware uploads stemming from unmanaged devices without the need for any software installations.",Bitglass Total Cloud Security Platform,images.store.crowdstrike.com/9748z14dd5zg/2PqZ31KxDJBohc550ESl0M/45fa368e8210ae3abd925083fd396dfd/Bitglass_icon_square.png,Bitglass,Bitglass, order on list 71,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"CleanINTERNET® helps make it near impossible for any known threat source to attack your network. Leveraging over 60 sources of cyber threat intelligence from around the world and more than 3,500 feeds, CleanINTERNET® operationalizes intelligence in near real-time, at mass scale. Further increase your visibility with endpoint data from the CrowdStrike Falcon® platform, enabling your security teams to detect, attribute, prioritize and gain rich context on attacks to drive active cyber defense without impacting network performance.",Centripetal CleanINTERNET,images.store.crowdstrike.com/9748z14dd5zg/1Fvz4FD55Y0ru4OkjdpI2P/5f36a60e24616d259bc31ff740b94a5d/Centripetal_CleanINTERNET_logo,Centripetal,Centripetal, order on list 72,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Easily ingest Cisco Adaptive Security Appliance (ASA) firewall data into the CrowdStrike Falcon® platform to accelerate threat detection. See Cisco ASA firewall events within the Falcon console alongside additional threat indicators from other domains to minimize context switching across multiple interfaces, empowering your team to quickly find and stop elusive threats.",Cisco Adaptive Security Appliance Data Connector,images.store.crowdstrike.com/9748z14dd5zg/308Y9EMOJNnZPGB6P2Cvzr/3c4bd9a0e3774b0333f23b0fd99d7063/Cisco_Logo_512x512.png,,, order on list 73,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Improve detection of modern threats by unifying security data from endpoints and emails. With Cisco Secure Email Gateway data available in the CrowdStrike Falcon® platform, alongside additional threat indicators, you gain comprehensive cross-domain visibility of threats across your attack surface to minimize context switching and speed up threat detection.",Cisco Secure Email Gateway Data Connector,images.store.crowdstrike.com/9748z14dd5zg/308Y9EMOJNnZPGB6P2Cvzr/3c4bd9a0e3774b0333f23b0fd99d7063/Cisco_Logo_512x512.png,,, order on list 74,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Seamlessly ingest Cisco Umbrella Security Service Edge (SSE) data into the CrowdStrike Falcon® platform to gain comprehensive cross-domain visibility of threats throughout your attack surface. See Cisco Umbrella SSE events within the Falcon console alongside additional threat indicators from other domains to accelerate threat detection and minimize context switching across multiple interfaces, allowing your team to speed up detection and triage, while improving accuracy.",Cisco Umbrella Data Connector,images.store.crowdstrike.com/9748z14dd5zg/2BEBbrz1lL2xWBvEtchUWd/9e8c59152d941056d45e68ccec5d824a/CrowdStrike_Logo_512x512_-_white_background__1_.png,,, order on list 75,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"By combining the endpoint you rely on from CrowdStrike Falcon® with Claroty’s OT visibility and monitoring, you can efficiently detect and address threats, while overseeing all IT and OT assets in one place.",Claroty,images.store.crowdstrike.com/9748z14dd5zg/2ykXlgY6A9x8l5AA4uJzzc/589026525406fe77a9d005fde12c5eac/Claroty_icon_square.png,Claroty,Claroty, order on list 76,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The Claroty xDome integration enhances CrowdStrike Falcon® Discover for IoT, giving you a clear view of a wide range of assets in industrial and healthcare environments. By adding data from Claroty xDome to the Falcon platform, you can easily get more asset context to minimize blind spots and simplify XIoT asset management.",Claroty xDome Data for Falcon Discover for IoT,images.store.crowdstrike.com/9748z14dd5zg/2ykXlgY6A9x8l5AA4uJzzc/589026525406fe77a9d005fde12c5eac/Claroty_icon_square.png,Claroty,Claroty, order on list 77,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"The Claroty XIoT Asset Data Connector integrates with CrowdStrike Falcon® Discover for IoT, providing comprehensive visibility for diverse IoT, OT, and IT assets, including Industrial Control Systems (ICS) networks. By using this connector to ingest CTD asset inventory, it enhances visibility and security across XIoT networks, boosting customers' ROI on existing investments. Falcon Discover for IoT consolidates information on ICS assets in a single console, covering devices such as programmable logic controllers (PLCs), remote terminal unit (RTUs), human machine interfaces (HMIs), historian databases, engineering workstations (EWs), and more.",Claroty XIoT Asset Data Connector for Falcon Discover for IoT,images.store.crowdstrike.com/9748z14dd5zg/2ykXlgY6A9x8l5AA4uJzzc/589026525406fe77a9d005fde12c5eac/Claroty_icon_square.png,Claroty,Claroty, order on list 78,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Seamlessly ingest Cloudflare Security Service Edge (SSE) data into CrowdStrike Falcon® Insight XDR and get complete view of threats across your attack surface. View Cloudflare SSE events within the Falcon console, combined with threat indicators from other domains, to accelerate threat detection, reduce the need to switch between interfaces, and improve accuracy.",Cloudflare Data Connector,images.store.crowdstrike.com/9748z14dd5zg/3NqsFeaycaa7tnFCIdUjjT/9e6962c51915cf4ef6d5325c38fc2895/Cloudflare_icon_square.png,Cloudflare,Cloudflare, order on list 79,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"When used together, Cloudflare Email Security scans your emails, detects potential threats, and ships relevant logs to CrowdStrike Falcon® LogScale — allowing your team to quickly identify and investigate any email-based attacks to strengthen your defense.",Cloudflare Email Security for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/3NqsFeaycaa7tnFCIdUjjT/9e6962c51915cf4ef6d5325c38fc2895/Cloudflare_icon_square.png,Cloudflare,Cloudflare, order on list 80,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
Cloudflare Zero Trust partners with CrowdStrike to make Zero Trust security seamless. Cloudflare customers can set up rules to limit access to business-critical applications based on the device posture signals from the CrowdStrike Falcon® platform.,Cloudflare Zero Trust,images.store.crowdstrike.com/9748z14dd5zg/3NqsFeaycaa7tnFCIdUjjT/9e6962c51915cf4ef6d5325c38fc2895/Cloudflare_icon_square.png,Cloudflare,Cloudflare, order on list 81,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Cohesity DataHawk improves cyber resilience at scale with intelligent threat protection, cyber vaulting, and AI/ML-powered data classification. By combining data security insights from Cohesity and CrowdStrike Falcon® LogScale’s next-generation SIEM capabilities, your team can quickly identify and respond to attacks like ransomware from a single, unified console. Easily store, correlate, and search Cohesity telemetry in Falcon LogScale to identify sensitive data, detect threats, assess attack impact, and confidently and quickly recover critical data without operation friction.",Cohesity DataHawk for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/6KwrZDYWj4NtTtEwZD8Zar/a3f038d39f91c7bbe779de65ffa77c28/cohesity-2-color-black-logo-cmyk.jpg,Cohesity,Cohesity, order on list 82,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"With Concentric AI, organizations can address their unmet data security needs by discovering and protecting business-critical content. Concentric AI works with CrowdStrike to protect intellectual property, financial data, PII/PCI content, customer data, business confidential content and more, across on-premises and cloud-based data stores, as well as messaging and communication applications.",Concentric Semantic Intelligence,images.store.crowdstrike.com/9748z14dd5zg/4sCIyizUwVjI5JGcdbLH0t/01a81dffa88fd05dc08be9d006fea4aa/Concentric_logo_full-color.svg,Concentric AI,Concentric AI, order on list 83,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Ingest Corelight Open NDR data in CrowdStrike Falcon®  Insight XDR to combine endpoint and network security data, extending detection of elusive threats across domains. No more switching between interfaces – just quicker, more accurate threat detection.",Corelight Data Connector,images.store.crowdstrike.com/9748z14dd5zg/7uywhwNTMdVAS2emShsVsh/3ca8dd7ceab2d1e45eacf77cbe6cc3ec/Corelight.png,Corelight,Corelight, order on list 84,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Enhance your network security with Corelight sensors and open-source Zeek data through user-friendly dashboards on CrowdStrike Falcon® LogScale. Swiftly search, analyze, and visualize your security data alongside other sources, and strengthen your threat detection and response through seamless integration.",Corelight Network Security for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/7uywhwNTMdVAS2emShsVsh/3ca8dd7ceab2d1e45eacf77cbe6cc3ec/Corelight.png,Corelight,Corelight, order on list 85,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Corelight Open Network Detection and Response combines rich network telemetry with world-class endpoint and threat intelligence from CrowdStrike to detect breaches across environments. Leveraging CrowdStrike Falcon® Intelligence, Corelight correlates detection rules and indicators of compromise (IOCs) with observed network behavior, resulting in Zeek evidence, Suricata alerts, selective packet captures, and extracted files which can then be pushed to SIEMs, log management systems, and analysis tools.",Corelight Open NDR,images.store.crowdstrike.com/9748z14dd5zg/7uywhwNTMdVAS2emShsVsh/3ca8dd7ceab2d1e45eacf77cbe6cc3ec/Corelight.png,Corelight,Corelight, order on list 86,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Uncover the power of combined visibility and get a clear picture of your network and data sources. Quickly create queries and dashboards, and simplify log management and analysis using a sample repository of Corelight-derived insights in CrowdStrike Falcon® LogScale.",Corelight Sample Data for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/7uywhwNTMdVAS2emShsVsh/3ca8dd7ceab2d1e45eacf77cbe6cc3ec/Corelight.png,Corelight,Corelight, order on list 87,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
"Corelight’s network detection and response (NDR) sensors offer valuable insights into various network protocols and fields, and provide evidence of attacks and threat paths. Combined with CrowdStrike Falcon® LogScale you can visualize, analyze, and correlate data within your environment to unify visibility and improve retroactive threat hunting for elusive threats.",Corelight Sensor for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/7uywhwNTMdVAS2emShsVsh/3ca8dd7ceab2d1e45eacf77cbe6cc3ec/Corelight.png,Corelight,Corelight, order on list 88,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
Improve threat detection and response with the Corelight Threat Hunting Guide for CrowdStrike Falcon® LogScale. Make use of 60 prebuilt alerts and searches in Falcon LogScale with Corelight network data to accelerate threat hunting for swift detection and response of suspicious activities in your environment.,Corelight Threat Hunting Guide for Falcon LogScale,images.store.crowdstrike.com/9748z14dd5zg/7uywhwNTMdVAS2emShsVsh/3ca8dd7ceab2d1e45eacf77cbe6cc3ec/Corelight.png,Corelight,Corelight, order on list 89,<function get_current_date at 0x7efb44eace00>,Null,Null,Null,Null 
